"","V1","V2"
"1053","BRE","c1053"
"1054","FRMD8P1","c1054"
"1055","FGF10","c1055"
"1056","SDC3","c1056"
"1057","MIR3935","c1057"
"1058","TMEM218","c1058"
"1059","SOX6","c1059"
"1060","RPUSD2","c1060"
"1061","ZSCAN31","c1061"
"1062","MAPK11","c1062"
"1063","TBC1D22A","c1063"
"1064","ZNF204P","c1064"
"1065","COL4A6","c1065"
"1066","TOMM70A","c1066"
"1067","MIR22","c1067"
"1068","NAB1","c1068"
"1069","ASIC4","c1069"
"1070","TSPAN18","c1070"
"1071","TRMT10A","c1071"
"1072","ZNF559-ZNF177","c1072"
"1073","MED31","c1073"
"1074","LOC100507003","c1074"
"1075","ZNF532","c1075"
"1076","PLG","c1076"
"1077","CAPSL","c1077"
"1078","ASB14","c1078"
"1079","CA8","c1079"
"1080","LAMTOR4","c1080"
"1081","IL36RN","c1081"
"1082","FBLN7","c1082"
"1083","SLFN11","c1083"
"1084","POLR2J3","c1084"
"1085","PAR-SN","c1085"
"1086","NOL7","c1086"
"1087","BRMS1L","c1087"
"1088","PANK2","c1088"
"1089","ICAM3","c1089"
"1090","TAF8","c1090"
"1091","RNF139","c1091"
"1092","ZNF594","c1092"
"1093","ADAM8","c1093"
"1094","SFTPC","c1094"
"1095","MAN2B2","c1095"
"1096","RGS12","c1096"
"1097","EIF1AY","c1097"
"1098","LRRIQ1","c1098"
"1099","GPR150","c1099"
"1100","PRRG3","c1100"
"1101","SAA4","c1101"
"1102","RPL23P8","c1102"
"1103","RAPGEF5","c1103"
"1104","CHP1","c1104"
"1105","ZCCHC2","c1105"
"1106","MGC39372","c1106"
"1107","MIR570","c1107"
"1108","DDX11-AS1","c1108"
"1109","ACAP2","c1109"
"1110","PPP4R2","c1110"
"1111","CDCA2","c1111"
"1112","SLC9A7P1","c1112"
"1113","PTGFRN","c1113"
"1114","OR4D5","c1114"
"1115","C1orf194","c1115"
"1116","SIGLEC5","c1116"
"1117","GUCD1","c1117"
"1118","OACYLP","c1118"
"1119","MIR548B","c1119"
"1120","CSNK1G2-AS1","c1120"
"1121","LRRN4CL","c1121"
"1122","NMUR2","c1122"
"1123","KIAA1586","c1123"
"1124","DAGLA","c1124"
"1125","MGC27382","c1125"
"1126","NEUROD6","c1126"
"1127","GPR32","c1127"
"1128","CHCHD6","c1128"
"1129","SLC2A4RG","c1129"
"1130","FBXL3","c1130"
"1131","CA5B","c1131"
"1132","MPHOSPH9","c1132"
"1133","HCN4","c1133"
"1134","CEACAM19","c1134"
"1135","SH2D4B","c1135"
"1136","HFE2","c1136"
"1137","TGM4","c1137"
"1138","TBC1D15","c1138"
"1139","LYPD2","c1139"
"1140","FAM168A","c1140"
"1141","ZNF830","c1141"
"1142","MRPS21","c1142"
"1143","NONO","c1143"
"1144","CLEC5A","c1144"
"1145","ITCH","c1145"
"1146","MGAT3","c1146"
"1147","MBP","c1147"
"1148","GTF2H2C","c1148"
"1149","RPP25","c1149"
"1150","SOSTDC1","c1150"
"1151","KCNAB1-AS2","c1151"
"1152","HRC","c1152"
"1153","TRIM48","c1153"
"1154","TMEM133","c1154"
"1155","LOC731779","c1155"
"1156","ECEL1P2","c1156"
"1157","HOXC11","c1157"
"1158","DOK5","c1158"
"1159","HELZ","c1159"
"1160","ADRB3","c1160"
"1161","PTRH2","c1161"
"1162","MPEG1","c1162"
"1163","DMD","c1163"
"1164","NDUFA12","c1164"
"1165","C17orf112","c1165"
"1166","KRTAP2-4","c1166"
"1167","TMCO5B","c1167"
"1168","MIR4793","c1168"
"1169","STAMBPL1","c1169"
"1170","ADCY2","c1170"
"1171","SEC24B-AS1","c1171"
"1172","KLHL20","c1172"
"1173","SRM","c1173"
"1174","OTC","c1174"
"1175","MIR1184-2","c1175"
"1176","MIR199A1","c1176"
"1177","ANKRD33B","c1177"
"1178","MPC1L","c1178"
"1179","TMIE","c1179"
"1180","SNX8","c1180"
"1181","LIPK","c1181"
"1182","LOC100128593","c1182"
"1183","CHURC1","c1183"
"1184","ANKRD20A4","c1184"
"1185","KLC2","c1185"
"1186","HDAC1","c1186"
"1187","ELMOD3","c1187"
"1188","LOC100507537","c1188"
"1189","FNDC3B","c1189"
"1190","MTCP1","c1190"
"1191","VMA21","c1191"
"1192","SNORD96B","c1192"
"1193","WFDC10B","c1193"
"1194","JAKMIP3","c1194"
"1195","PCDHGB3","c1195"
"1196","SUZ12P1","c1196"
"1197","CAV2","c1197"
"1198","ATRNL1","c1198"
"1199","SUN3","c1199"
"1200","MED26","c1200"
"1201","LOC387723","c1201"
"1202","DUS1L","c1202"
"1203","NEK9","c1203"
"1204","KDM2B","c1204"
"1205","CHRM3","c1205"
"1206","WARS2","c1206"
"1207","USP50","c1207"
"1208","NEURL1B","c1208"
"1209","RIMKLA","c1209"
"1210","TBX22","c1210"
"1211","ASF1A","c1211"
"1212","TOMM40","c1212"
"1213","MBNL1-AS1","c1213"
"1214","TUBGCP5","c1214"
"1215","IGSF6","c1215"
"1216","TPPP","c1216"
"1217","RGPD3","c1217"
"1218","SNORD115-29","c1218"
"1219","GSTM5","c1219"
"1220","BTD","c1220"
"1221","SNRPB2","c1221"
"1222","PDCD1LG2","c1222"
"1223","MBOAT7","c1223"
"1224","ERICH1","c1224"
"1225","LINC00244","c1225"
"1226","APOA4","c1226"
"1227","KRTAP19-8","c1227"
"1228","HOXA11","c1228"
"1229","SLC25A51","c1229"
"1230","RAB28","c1230"
"1231","MKX","c1231"
"1232","HAUS7","c1232"
"1233","OR2M3","c1233"
"1234","PKP3","c1234"
"1235","SH3GL2","c1235"
"1236","RPN2","c1236"
"1237","CTSO","c1237"
"1238","SFMBT1","c1238"
"1239","MIR5091","c1239"
"1240","LOC401109","c1240"
"1241","HSF5","c1241"
"1242","TTC9B","c1242"
"1243","SNAR-A10","c1243"
"1244","UPF2","c1244"
"1245","SORBS3","c1245"
"1246","CD101","c1246"
"1247","C4BPA","c1247"
"1248","ALB","c1248"
"1249","JPH1","c1249"
"1250","DOPEY1","c1250"
"1251","AGBL2","c1251"
"1252","TERF1","c1252"
"1253","KIF22","c1253"
"1254","GSE1","c1254"
"1255","ACTBL2","c1255"
"1256","NINJ1","c1256"
"1257","SNORD32A","c1257"
"1258","SEC61A2","c1258"
"1259","ZNF703","c1259"
"1260","UCP3","c1260"
"1261","SFXN4","c1261"
"1262","HIST1H1D","c1262"
"1263","MYL6B","c1263"
"1264","TREM1","c1264"
"1265","LOC253039","c1265"
"1266","SNORD116-8","c1266"
"1267","OST4","c1267"
"1268","LOC283922","c1268"
"1269","VAMP7","c1269"
"1270","OR52E6","c1270"
"1271","BREA2","c1271"
"1272","CKMT2","c1272"
"1273","SLC13A3","c1273"
"1274","HLA-C","c1274"
"1275","BBIP1","c1275"
"1276","SBDSP1","c1276"
"1277","N4BP2L1","c1277"
"1278","TIMP4","c1278"
"1279","SLIT2","c1279"
"1280","HAUS3","c1280"
"1281","RSF1","c1281"
"1282","MYLK3","c1282"
"1283","MON1A","c1283"
"1284","LONRF1","c1284"
"1285","DLGAP1-AS3","c1285"
"1286","CCP110","c1286"
"1287","C2orf88","c1287"
"1288","CACNG6","c1288"
"1289","FLJ42875","c1289"
"1290","CEP128","c1290"
"1291","LRIT3","c1291"
"1292","HMGXB3","c1292"
"1293","ZSWIM3","c1293"
"1294","DPPA4","c1294"
"1295","ZNF804A","c1295"
"1296","MDS2","c1296"
"1297","CCIN","c1297"
"1298","WDR83","c1298"
"1299","SLC25A31","c1299"
"1300","KCNMB4","c1300"
"1301","RABL5","c1301"
"1302","DENND6B","c1302"
"1303","CGB8","c1303"
"1304","GALNS","c1304"
"1305","LOC100133957","c1305"
"1306","STX6","c1306"
"1307","HIST1H1C","c1307"
"1308","KRTAP9-9","c1308"
"1309","CIDEB","c1309"
"1310","CT47A1","c1310"
"1311","PDK3","c1311"
"1312","KCNJ11","c1312"
"1313","CASP4","c1313"
"1314","TPR","c1314"
"1315","ZSCAN20","c1315"
"1316","MTX2","c1316"
"1317","HIST1H2BH","c1317"
"1318","LYRM7","c1318"
"1319","BRD3","c1319"
"1320","LOC100506054","c1320"
"1321","HIST1H2BO","c1321"
"1322","OR2T6","c1322"
"1323","SLC45A1","c1323"
"1324","SERPINA3","c1324"
"1325","MAGEB10","c1325"
"1326","FBXO39","c1326"
"1327","KCNJ16","c1327"
"1328","LOC644961","c1328"
"1329","PABPC1L2B","c1329"
"1330","LOC100506190","c1330"
"1331","KRT79","c1331"
"1332","FABP2","c1332"
"1333","LOC100507389","c1333"
"1334","ZNF57","c1334"
"1335","FBXL4","c1335"
"1336","CLEC9A","c1336"
"1337","UGT8","c1337"
"1338","BMP2K","c1338"
"1339","SLC25A23","c1339"
"1340","RAPGEF4-AS1","c1340"
"1341","MAPK4","c1341"
"1342","RNASEH2B-AS1","c1342"
"1343","MIR4275","c1343"
"1344","HINT1","c1344"
"1345","SFXN5","c1345"
"1346","KRTAP13-1","c1346"
"1347","CHCHD2","c1347"
"1348","FAM3D","c1348"
"1349","NDP","c1349"
"1350","SLC4A4","c1350"
"1351","RHOBTB1","c1351"
"1352","RPL38","c1352"
"1353","SUMO1P3","c1353"
"1354","KAZN","c1354"
"1355","AP2A2","c1355"
"1356","ZBTB46","c1356"
"1357","MAP7D1","c1357"
"1358","AOX1","c1358"
"1359","CYR61","c1359"
"1360","JRKL","c1360"
"1361","DTNA","c1361"
"1362","C1orf86","c1362"
"1363","TMOD3","c1363"
"1364","EEA1","c1364"
"1365","ADCK5","c1365"
"1366","PLK5","c1366"
"1367","KLK3","c1367"
"1368","IL1R1","c1368"
"1369","ILF3-AS1","c1369"
"1370","HRSP12","c1370"
"1371","KTN1","c1371"
"1372","FABP9","c1372"
"1373","RELL2","c1373"
"1374","MAB21L1","c1374"
"1375","PHKB","c1375"
"1376","ADAM2","c1376"
"1377","TBC1D8B","c1377"
"1378","LAPTM4B","c1378"
"1379","TMEM147","c1379"
"1380","LCN8","c1380"
"1381","SYT4","c1381"
"1382","GGT5","c1382"
"1383","XPO7","c1383"
"1384","GPR75","c1384"
"1385","C9orf62","c1385"
"1386","TRIM5","c1386"
"1387","APOC1","c1387"
"1388","RNASE4","c1388"
"1389","PARD6B","c1389"
"1390","ARID1A","c1390"
"1391","ARHGAP11B","c1391"
"1392","SIGLECL1","c1392"
"1393","TPD52L3","c1393"
"1394","RRAGB","c1394"
"1395","SLC38A11","c1395"
"1396","RCN2","c1396"
"1397","HIST2H2BE","c1397"
"1398","STARD7","c1398"
"1399","SHMT2","c1399"
"1400","MLYCD","c1400"
"1401","KIAA1751","c1401"
"1402","UQCRH","c1402"
"1403","SDHA","c1403"
"1404","OR6C3","c1404"
"1405","NCLN","c1405"
"1406","MEDAG","c1406"
"1407","ZNF17","c1407"
"1408","ZNF280D","c1408"
"1409","RCBTB2","c1409"
"1410","VEGFB","c1410"
"1411","COLQ","c1411"
"1412","SNORD108","c1412"
"1413","PHOSPHO2-KLHL23","c1413"
"1414","DRG2","c1414"
"1415","KLRB1","c1415"
"1416","DNASE2B","c1416"
"1417","ALPK2","c1417"
"1418","SAFB","c1418"
"1419","SRSF12","c1419"
"1420","NSUN4","c1420"
"1421","RFX2","c1421"
"1422","MAPK8IP1","c1422"
"1423","LOC154761","c1423"
"1424","FANCD2","c1424"
"1425","ANKZF1","c1425"
"1426","DUSP8","c1426"
"1427","SENP5","c1427"
"1428","SNORA14B","c1428"
"1429","LBR","c1429"
"1430","IGFL1","c1430"
"1431","LZTS2","c1431"
"1432","IL2RG","c1432"
"1433","CCDC51","c1433"
"1434","KLF3","c1434"
"1435","KCTD14","c1435"
"1436","FZR1","c1436"
"1437","ANKRD37","c1437"
"1438","SLC44A4","c1438"
"1439","ESPL1","c1439"
"1440","GMPR2","c1440"
"1441","TBC1D19","c1441"
"1442","ERGIC1","c1442"
"1443","KDM4A-AS1","c1443"
"1444","ERBB4","c1444"
"1445","TSPAN32","c1445"
"1446","MAP4","c1446"
"1447","OR2T33","c1447"
"1448","GPHN","c1448"
"1449","SLC6A2","c1449"
"1450","MIR4315-2","c1450"
"1451","SNORA56","c1451"
"1452","ORC3","c1452"
"1453","HIVEP1","c1453"
"1454","EIF4EBP2","c1454"
"1455","DFFB","c1455"
"1456","DMRT1","c1456"
"1457","LOC653160","c1457"
"1458","ANKRD34B","c1458"
"1459","HSPB6","c1459"
"1460","IER2","c1460"
"1461","PCNA-AS1","c1461"
"1462","AIFM1","c1462"
"1463","WWC2","c1463"
"1464","HIST1H2APS1","c1464"
"1465","MIR146A","c1465"
"1466","MRPL4","c1466"
"1467","EPB41L4A","c1467"
"1468","SH2D6","c1468"
"1469","NUDT4P1","c1469"
"1470","SNAR-A7","c1470"
"1471","TAF4B","c1471"
"1472","OR51V1","c1472"
"1473","GAL3ST3","c1473"
"1474","RTDR1","c1474"
"1475","MALT1","c1475"
"1476","ARVCF","c1476"
"1477","MEX3B","c1477"
"1478","FBXO16","c1478"
"1479","KIF7","c1479"
"1480","C1QC","c1480"
"1481","ZNF783","c1481"
"1482","ZNF85","c1482"
"1483","MMP13","c1483"
"1484","LOC441155","c1484"
"1485","RTP3","c1485"
"1486","ZBED3","c1486"
"1487","FAM127C","c1487"
"1488","KDM4D","c1488"
"1489","CLGN","c1489"
"1490","SLC25A37","c1490"
"1491","OR5AS1","c1491"
"1492","SMARCC2","c1492"
"1493","FAM109A","c1493"
"1494","LOC257358","c1494"
"1495","CCDC12","c1495"
"1496","FP588","c1496"
"1497","CLHC1","c1497"
"1498","AMBRA1","c1498"
"1499","USF2","c1499"
"1500","DEPDC7","c1500"
"1501","C20orf24","c1501"
"1502","DSP","c1502"
"1503","DGCR9","c1503"
"1504","FAM20A","c1504"
"1505","LINC00645","c1505"
"1506","LOC285484","c1506"
"1507","IRF2BP2","c1507"
"1508","ZNF230","c1508"
"1509","FAM66D","c1509"
"1510","MSN","c1510"
"1511","SLC9A5","c1511"
"1512","MUSK","c1512"
"1513","EPDR1","c1513"
"1514","SMARCD1","c1514"
"1515","SLX1B","c1515"
"1516","SH3RF3","c1516"
"1517","ZNF347","c1517"
"1518","ZFP106","c1518"
"1519","GTF2E1","c1519"
"1520","ATAD2B","c1520"
"1521","ARHGAP17","c1521"
"1522","MIR4739","c1522"
"1523","KCNIP3","c1523"
"1524","SFPQ","c1524"
"1525","PRSS54","c1525"
"1526","PCBP1-AS1","c1526"
"1527","GFRA4","c1527"
"1528","TIGD6","c1528"
"1529","AKR1B10","c1529"
"1530","RGS16","c1530"
"1531","URB1","c1531"
"1532","TCEB3CL","c1532"
"1533","OR4C46","c1533"
"1534","MIR5002","c1534"
"1535","RTL1","c1535"
"1536","TOP3B","c1536"
"1537","NFATC4","c1537"
"1538","LOC728323","c1538"
"1539","MIR933","c1539"
"1540","CA14","c1540"
"1541","BMPR1A","c1541"
"1542","PRL","c1542"
"1543","STAG2","c1543"
"1544","MOB3C","c1544"
"1545","MIR1184-1","c1545"
"1546","LRTOMT","c1546"
"1547","LOC646813","c1547"
"1548","SCARNA9","c1548"
"1549","SNORD42B","c1549"
"1550","CD55","c1550"
"1551","RPS23","c1551"
"1552","LINC00260","c1552"
"1553","SSX2","c1553"
"1554","SNORD15A","c1554"
"1555","FDPSL2A","c1555"
"1556","FBXO27","c1556"
"1557","LOC100169752","c1557"
"1558","SYNGR3","c1558"
"1559","MIR3913-2","c1559"
"1560","EML1","c1560"
"1561","SMAD3","c1561"
"1562","NUP93","c1562"
"1563","RNU6-83","c1563"
"1564","C14orf182","c1564"
"1565","TBC1D12","c1565"
"1566","MRVI1","c1566"
"1567","ZNF581","c1567"
"1568","LOC339442","c1568"
"1569","FAHD2CP","c1569"
"1570","CDK12","c1570"
"1571","ELOVL3","c1571"
"1572","HP07349","c1572"
"1573","OR51Q1","c1573"
"1574","OR9G9","c1574"
"1575","CACNB3","c1575"
"1576","GALNT13","c1576"
"1577","SPO11","c1577"
"1578","NEDD4","c1578"
"1579","MIR548AI","c1579"
"1580","OR5AU1","c1580"
"1581","NEK4","c1581"
"1582","PRKAR2A","c1582"
"1583","ATP6V0B","c1583"
"1584","CACNA1E","c1584"
"1585","CEACAM8","c1585"
"1586","SKP1","c1586"
"1587","PEX14","c1587"
"1588","ZBTB38","c1588"
"1589","LOC100130894","c1589"
"1590","FYCO1","c1590"
"1591","FBLIM1","c1591"
"1592","CMTM1","c1592"
"1593","RAPH1","c1593"
"1594","PLTP","c1594"
"1595","MIR558","c1595"
"1596","C20orf201","c1596"
"1597","MINK1","c1597"
"1598","SNX29P1","c1598"
"1599","SLC25A1","c1599"
"1600","EZH2","c1600"
"1601","DOCK8","c1601"
"1602","PLEKHB1","c1602"
"1603","GRB7","c1603"
"1604","ZFP37","c1604"
"1605","MRPL33","c1605"
"1606","MIR3689C","c1606"
"1607","SNORA21","c1607"
"1608","RNASEK","c1608"
"1609","PELO","c1609"
"1610","ARMC1","c1610"
"1611","GOLGA2P5","c1611"
"1612","C9orf37","c1612"
"1613","TMEM66","c1613"
"1614","SPRN","c1614"
"1615","HBEGF","c1615"
"1616","BORA","c1616"
"1617","PI4KA","c1617"
"1618","MT1IP","c1618"
"1619","KRT16P1","c1619"
"1620","POU2AF1","c1620"
"1621","LEPRE1","c1621"
"1622","MRPL12","c1622"
"1623","R3HDM4","c1623"
"1624","LOC150776","c1624"
"1625","MIR192","c1625"
"1626","LINC00222","c1626"
"1627","REP15","c1627"
"1628","ZC3H3","c1628"
"1629","RASAL1","c1629"
"1630","DDAH1","c1630"
"1631","ACBD5","c1631"
"1632","TMC2","c1632"
"1633","UGT2B15","c1633"
"1634","TIPARP","c1634"
"1635","SAMD13","c1635"
"1636","CCDC137","c1636"
"1637","DNASE1L3","c1637"
"1638","LOC100507299","c1638"
"1639","DHRS7C","c1639"
"1640","EXD2","c1640"
"1641","TRIM72","c1641"
"1642","DBX2","c1642"
"1643","IPO8","c1643"
"1644","C21orf88","c1644"
"1645","SYNJ2BP-COX16","c1645"
"1646","MAP3K14","c1646"
"1647","DDX11L10","c1647"
"1648","PAR4","c1648"
"1649","ESRG","c1649"
"1650","PIBF1","c1650"
"1651","LOC100506474","c1651"
"1652","CCNI2","c1652"
"1653","PDE6D","c1653"
"1654","ZNF117","c1654"
"1655","NKRF","c1655"
"1656","CLK2","c1656"
"1657","CCSER1","c1657"
"1658","TNFSF15","c1658"
"1659","DUSP2","c1659"
"1660","SECISBP2","c1660"
"1661","SPRTN","c1661"
"1662","PPAP2C","c1662"
"1663","GABRR2","c1663"
"1664","URI1","c1664"
"1665","PIK3C3","c1665"
"1666","PAG1","c1666"
"1667","GNG10","c1667"
"1668","CTSL1P8","c1668"
"1669","APOL4","c1669"
"1670","SLC9C1","c1670"
"1671","C11orf34","c1671"
"1672","SNORA40","c1672"
"1673","GPCPD1","c1673"
"1674","FLJ31813","c1674"
"1675","ANKRD28","c1675"
"1676","STMN3","c1676"
"1677","RAB14","c1677"
"1678","CDK2AP2","c1678"
"1679","SLC6A1-AS1","c1679"
"1680","HDDC3","c1680"
"1681","CXCR2","c1681"
"1682","COMMD7","c1682"
"1683","EMBP1","c1683"
"1684","CXXC1","c1684"
"1685","LINC00696","c1685"
"1686","HMCN1","c1686"
"1687","ESYT3","c1687"
"1688","CD40","c1688"
"1689","DYNC1LI2","c1689"
"1690","WHAMMP2","c1690"
"1691","LOC100507140","c1691"
"1692","EFCAB7","c1692"
"1693","GDI1","c1693"
"1694","LOC646938","c1694"
"1695","VSNL1","c1695"
"1696","HEPN1","c1696"
"1697","PIH1D1","c1697"
"1698","RAET1G","c1698"
"1699","KRTAP5-9","c1699"
"1700","EFTUD2","c1700"
"1701","FANCD2OS","c1701"
"1702","ZNF311","c1702"
"1703","MIR23A","c1703"
"1704","HSPB11","c1704"
"1705","SCN4A","c1705"
"1706","OR2W3","c1706"
"1707","MED10","c1707"
"1708","ATP6V1G3","c1708"
"1709","FAM135A","c1709"
"1710","ARHGAP4","c1710"
"1711","EHMT2","c1711"
"1712","UFD1L","c1712"
"1713","STRIP2","c1713"
"1714","NDUFAF6","c1714"
"1715","WTIP","c1715"
"1716","COA5","c1716"
"1717","FLJ25363","c1717"
"1718","ERMP1","c1718"
"1719","ACTL9","c1719"
"1720","THAP8","c1720"
"1721","HACE1","c1721"
"1722","C3orf20","c1722"
"1723","SCD5","c1723"
"1724","LSG1","c1724"
"1725","KTN1-AS1","c1725"
"1726","MAL","c1726"
"1727","GPR22","c1727"
"1728","WDR5B","c1728"
"1729","ACTRT1","c1729"
"1730","RD3","c1730"
"1731","GRIN2C","c1731"
"1732","ARMC8","c1732"
"1733","SLC47A1","c1733"
"1734","DMPK","c1734"
"1735","MTRNR2L6","c1735"
"1736","DHRS13","c1736"
"1737","C18orf63","c1737"
"1738","SMC1A","c1738"
"1739","SH3RF3-AS1","c1739"
"1740","KRTAP17-1","c1740"
"1741","SMYD5","c1741"
"1742","TUSC2","c1742"
"1743","CRHR2","c1743"
"1744","CCDC155","c1744"
"1745","SLC22A20","c1745"
"1746","LOC415056","c1746"
"1747","PDZD9","c1747"
"1748","KIR3DL2","c1748"
"1749","GAGE12J","c1749"
"1750","CCDC104","c1750"
"1751","ATP2C1","c1751"
"1752","TMEM230","c1752"
"1753","MAMSTR","c1753"
"1754","KRTAP10-1","c1754"
"1755","CROT","c1755"
"1756","PABPC3","c1756"
"1757","EGR1","c1757"
"1758","THSD1","c1758"
"1759","KHK","c1759"
"1760","SLC12A2","c1760"
"1761","CD58","c1761"
"1762","TMEM8A","c1762"
"1763","IFNL3","c1763"
"1764","STOX2","c1764"
"1765","DNAH1","c1765"
"1766","ZIC4","c1766"
"1767","MIR3685","c1767"
"1768","OR1G1","c1768"
"1769","RNASEK-C17orf49","c1769"
"1770","PSMC6","c1770"
"1771","PROKR1","c1771"
"1772","ABCB1","c1772"
"1773","CTAGE7P","c1773"
"1774","TMEM252","c1774"
"1775","TRAT1","c1775"
"1776","LOC100128568","c1776"
"1777","STRADA","c1777"
"1778","LLGL1","c1778"
"1779","GAGE12C","c1779"
"1780","USP54","c1780"
"1781","MTF1","c1781"
"1782","PAGE2B","c1782"
"1783","ITGB7","c1783"
"1784","CCDC81","c1784"
"1785","PRH1","c1785"
"1786","CHKB","c1786"
"1787","SCUBE1","c1787"
"1788","ZSCAN10","c1788"
"1789","HUWE1","c1789"
"1790","CDH17","c1790"
"1791","CD180","c1791"
"1792","IL17A","c1792"
"1793","TMPO","c1793"
"1794","LYRM5","c1794"
"1795","KIAA1524","c1795"
"1796","GNAT3","c1796"
"1797","HDGFRP3","c1797"
"1798","ACCS","c1798"
"1799","RRAS2","c1799"
"1800","OXCT1","c1800"
"1801","LTBP2","c1801"
"1802","MANSC4","c1802"
"1803","SV2B","c1803"
"1804","PKD1L2","c1804"
"1805","MAP10","c1805"
"1806","CYP2A6","c1806"
"1807","PPM1M","c1807"
"1808","LOC100132356","c1808"
"1809","ZNF502","c1809"
"1810","GP6","c1810"
"1811","CRYBA2","c1811"
"1812","LEF1","c1812"
"1813","LOC100289495","c1813"
"1814","EYA1","c1814"
"1815","EPS8L1","c1815"
"1816","SERPINB2","c1816"
"1817","MAPK14","c1817"
"1818","TOB1-AS1","c1818"
"1819","GTF2F2","c1819"
"1820","PLA1A","c1820"
"1821","PPP1R42","c1821"
"1822","HPR","c1822"
"1823","SATB2","c1823"
"1824","MIR378E","c1824"
"1825","KCNJ9","c1825"
"1826","RRP36","c1826"
"1827","MOCS3","c1827"
"1828","PPHLN1","c1828"
"1829","FLJ45513","c1829"
"1830","HIST1H2BN","c1830"
"1831","RAPGEF1","c1831"
"1832","MAP3K8","c1832"
"1833","DLG4","c1833"
"1834","STC1","c1834"
"1835","NCCRP1","c1835"
"1836","LOC100505841","c1836"
"1837","EFCAB14","c1837"
"1838","DDX26B","c1838"
"1839","CPSF3","c1839"
"1840","TMEM14A","c1840"
"1841","LOC100499405","c1841"
"1842","MYH3","c1842"
"1843","LOC100506136","c1843"
"1844","GPKOW","c1844"
"1845","YY1AP1","c1845"
"1846","SULT1A1","c1846"
"1847","SPON1","c1847"
"1848","HOGA1","c1848"
"1849","RAB23","c1849"
"1850","PLA2G4A","c1850"
"1851","MAPRE3","c1851"
"1852","OR2A5","c1852"
"1853","ZNF516","c1853"
"1854","MIR2116","c1854"
"1855","GGPS1","c1855"
"1856","EXOC3L2","c1856"
"1857","MAP2K2","c1857"
"1858","HIST1H2BB","c1858"
"1859","RNF19B","c1859"
"1860","MIR1288","c1860"
"1861","ANO2","c1861"
"1862","TLR8","c1862"
"1863","MIR875","c1863"
"1864","PCDHA9","c1864"
"1865","CARS2","c1865"
"1866","ARHGEF35","c1866"
"1867","RHAG","c1867"
"1868","OR2AK2","c1868"
"1869","CLUL1","c1869"
"1870","UNK","c1870"
"1871","EXOC8","c1871"
"1872","LOC338963","c1872"
"1873","MIR548AN","c1873"
"1874","MAML3","c1874"
"1875","SAMD1","c1875"
"1876","RSPO4","c1876"
"1877","LDHA","c1877"
"1878","MRPL20","c1878"
"1879","FAM229B","c1879"
"1880","PHF19","c1880"
"1881","ATP5S","c1881"
"1882","TTC5","c1882"
"1883","KRTAP13-4","c1883"
"1884","XKR5","c1884"
"1885","TEX28","c1885"
"1886","XAGE1C","c1886"
"1887","TCTN1","c1887"
"1888","RBM14-RBM4","c1888"
"1889","LOC442459","c1889"
"1890","SPDYE3","c1890"
"1891","PPP2R5C","c1891"
"1892","CAPG","c1892"
"1893","MPZL1","c1893"
"1894","VPS9D1","c1894"
"1895","ARSB","c1895"
"1896","TDH","c1896"
"1897","TSSK3","c1897"
"1898","PARPBP","c1898"
"1899","ANKRD30BL","c1899"
"1900","CRISPLD1","c1900"
"1901","PRR5-ARHGAP8","c1901"
"1902","SNORA51","c1902"
"1903","MAD1L1","c1903"
"1904","SPIN4","c1904"
"1905","LOC283174","c1905"
"1906","AMPD1","c1906"
"1907","DPYSL5","c1907"
"1908","INPP1","c1908"
"1909","LOC643201","c1909"
"1910","ANKRD11","c1910"
"1911","NPAS4","c1911"
"1912","NFKBID","c1912"
"1913","RNASE9","c1913"
"1914","GUCY2D","c1914"
"1915","FGF4","c1915"
"1916","CPM","c1916"
"1917","LOC400654","c1917"
"1918","UOX","c1918"
"1919","SLC26A4","c1919"
"1920","PLD5","c1920"
"1921","SIPA1L1","c1921"
"1922","FBXO5","c1922"
"1923","MIR450A1","c1923"
"1924","DPYS","c1924"
"1925","ATG4D","c1925"
"1926","LINC00700","c1926"
"1927","TGM3","c1927"
"1928","PWRN1","c1928"
"1929","MTCH1","c1929"
"1930","HK1","c1930"
"1931","CDC26","c1931"
"1932","GALNT12","c1932"
"1933","TTTY2B","c1933"
"1934","MRPL35","c1934"
"1935","SNORD5","c1935"
"1936","TNKS","c1936"
"1937","TICRR","c1937"
"1938","DNAJC25-GNG10","c1938"
"1939","CXXC1P1","c1939"
"1940","ZNF497","c1940"
"1941","MIR4454","c1941"
"1942","LINC00570","c1942"
"1943","SLC30A4","c1943"
"1944","CDY1B","c1944"
"1945","TUB","c1945"
"1946","TRMT13","c1946"
"1947","ARHGEF18","c1947"
"1948","KCNK1","c1948"
"1949","ARRB1","c1949"
"1950","SCAMP5","c1950"
"1951","RUNDC3B","c1951"
"1952","EREG","c1952"
"1953","ZNF32-AS1","c1953"
"1954","IL17RB","c1954"
"1955","HOXA10-HOXA9","c1955"
"1956","ADAMTS20","c1956"
"1957","SNORD24","c1957"
"1958","LNX1-AS2","c1958"
"1959","LINC00473","c1959"
"1960","MCAM","c1960"
"1961","POLR3E","c1961"
"1962","OR7C1","c1962"
"1963","AQR","c1963"
"1964","PMS2L2","c1964"
"1965","IPMK","c1965"
"1966","CDCA7","c1966"
